MACROREGION_NAME,CATEGORY,SHOP_SKU,MARKET_SKU,OFFER_NAME,LENGTH,WIDTH,HEIGHT,VOLUME,TURNOVER,AMOUNT,MARKET_RECOMMENDATION,AVG_SOLD_VOLUME,AVG_SOLD_ITEMS,AVG_SOLD_VOLUME_ON_STOCK,ITEMS_ON_STOCK,_LOADED_AT,_SOURCE_FILE
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,3651.428571,-,,0.408333,0.116667,1491,426,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,27900.0,-,,0.058333,0.016667,1628,465,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,29100.0,-,,0.058333,0.016667,1698,485,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-06-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,9692.666667,-,,0.169355,0.048387,1642,469,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,7770.666667,-,,0.169355,0.048387,1316,376,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,819.285714,-,,1.580645,0.451613,1295,370,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,861.357143,-,,1.580645,0.451613,1362,389,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,10602.0,-,,0.169355,0.048387,1796,513,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,9837.333333,-,,0.169355,0.048387,1666,476,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,3720.0,-,,0.33871,0.096774,1260,360,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,3141.333333,-,,0.33871,0.096774,1064,304,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,5865.2,-,,0.282258,0.080645,1656,473,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,5617.2,-,,0.282258,0.080645,1586,453,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,4340.0,-,,0.33871,0.096774,1470,420,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,3844.0,-,,0.33871,0.096774,1302,372,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,1329.555556,-,,1.016129,0.290323,1351,386,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,1501.777778,-,,1.016129,0.290323,1526,436,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,1014.142857,-,,1.580645,0.451613,1603,458,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,903.428571,-,,1.580645,0.451613,1428,408,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,1571.882353,-,,0.959677,0.274194,1508,431,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,1396.823529,-,,0.959677,0.274194,1340,383,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,592.974359,-,,2.201613,0.629032,1306,373,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,473.74359,-,,2.201613,0.629032,1043,298,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,2716.727273,-,,0.620968,0.177419,1687,482,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,2248.909091,-,,0.620968,0.177419,1396,399,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,745.878788,-,,1.862903,0.532258,1390,397,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,676.363636,-,,1.862903,0.532258,1260,360,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,4724.4,-,,0.282258,0.080645,1334,381,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,4898.0,-,,0.282258,0.080645,1382,395,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,4846.333333,-,,0.33871,0.096774,1642,469,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,3875.0,-,,0.33871,0.096774,1312,375,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,4391.666667,-,,0.33871,0.096774,1488,425,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,4918.666667,-,,0.33871,0.096774,1666,476,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,3611.5,-,,0.451613,0.129032,1631,466,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,3371.25,-,,0.451613,0.129032,1522,435,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1793.230769,-,,0.733871,0.209677,1316,376,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,2313.076923,-,,0.733871,0.209677,1698,485,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,5011.666667,-,,0.33871,0.096774,1698,485,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,4133.333333,-,,0.33871,0.096774,1400,400,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,2112.428571,-,,0.790323,0.225806,1670,477,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,2085.857143,-,,0.790323,0.225806,1648,471,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,7006.0,-,,0.225806,0.064516,1582,452,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,7300.5,-,,0.225806,0.064516,1648,471,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,5187.333333,-,,0.33871,0.096774,1757,502,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,4009.333333,-,,0.33871,0.096774,1358,388,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,1063.92,-,,1.41129,0.403226,1502,429,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,1014.32,-,,1.41129,0.403226,1432,409,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,4939.333333,-,,0.33871,0.096774,1673,478,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,4143.666667,-,,0.33871,0.096774,1404,401,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,1801.647059,-,,0.959677,0.274194,1729,494,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,1542.705882,-,,0.959677,0.274194,1480,423,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,2597.8,-,,0.564516,0.16129,1466,419,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,2752.8,-,,0.564516,0.16129,1554,444,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,6076.0,-,,0.225806,0.064516,1372,392,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,8168.5,-,,0.225806,0.064516,1844,527,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,1401.2,-,,0.846774,0.241935,1186,339,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,1570.666667,-,,0.846774,0.241935,1330,380,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,1426.0,-,,1.016129,0.290323,1449,414,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,1488.0,-,,1.016129,0.290323,1512,432,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,2769.333333,-,,0.677419,0.193548,1876,536,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,2505.833333,-,,0.677419,0.193548,1698,485,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,5559.333333,-,,0.33871,0.096774,1883,538,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,5414.666667,-,,0.33871,0.096774,1834,524,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-07-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,11160.0,-,,0.169355,0.048387,1890,540,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,8990.0,-,,0.169355,0.048387,1522,435,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,1252.4,-,,1.129032,0.322581,1414,404,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,1286.5,-,,1.129032,0.322581,1452,415,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,4223.75,-,,0.451613,0.129032,1908,545,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,3999.0,-,,0.451613,0.129032,1806,516,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,3255.0,-,,0.451613,0.129032,1470,420,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,2728.0,-,,0.451613,0.129032,1232,352,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,16275.0,-,,0.112903,0.032258,1838,525,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,16399.0,-,,0.112903,0.032258,1852,529,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,6990.5,-,,0.225806,0.064516,1578,451,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,6370.5,-,,0.225806,0.064516,1438,411,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,3332.5,-,,0.451613,0.129032,1505,430,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,3751.0,-,,0.451613,0.129032,1694,484,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,2432.307692,-,,0.733871,0.209677,1785,510,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,2160.461538,-,,0.733871,0.209677,1586,453,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,1786.375,-,,0.903226,0.258065,1614,461,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,1646.875,-,,0.903226,0.258065,1488,425,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,1010.37037,-,,1.524194,0.435484,1540,440,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,792.222222,-,,1.524194,0.435484,1208,345,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,3761.333333,-,,0.508065,0.145161,1911,546,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,3065.555556,-,,0.508065,0.145161,1558,445,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,1264.26087,-,,1.298387,0.370968,1642,469,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,1129.478261,-,,1.298387,0.370968,1466,419,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,7006.0,-,,0.225806,0.064516,1582,452,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,7161.0,-,,0.225806,0.064516,1617,462,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,5259.666667,-,,0.33871,0.096774,1782,509,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,4174.666667,-,,0.33871,0.096774,1414,404,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,5654.4,-,,0.282258,0.080645,1596,456,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,6869.6,-,,0.282258,0.080645,1939,554,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,6249.6,-,,0.282258,0.080645,1764,504,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,5964.4,-,,0.282258,0.080645,1684,481,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1970.714286,-,,0.790323,0.225806,1558,445,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,2395.857143,-,,0.790323,0.225806,1894,541,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,4138.5,-,,0.451613,0.129032,1869,534,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,3526.25,-,,0.451613,0.129032,1592,455,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,1594.285714,-,,1.185484,0.33871,1890,540,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,1464.380952,-,,1.185484,0.33871,1736,496,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,3623.555556,-,,0.508065,0.145161,1841,526,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,3623.555556,-,,0.508065,0.145161,1841,526,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,8804.0,-,,0.225806,0.064516,1988,568,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,7192.0,-,,0.225806,0.064516,1624,464,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,1118.296296,-,,1.524194,0.435484,1704,487,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,1063.185185,-,,1.524194,0.435484,1620,463,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,3802.666667,-,,0.508065,0.145161,1932,552,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,3134.444444,-,,0.508065,0.145161,1592,455,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,1149.214286,-,,1.580645,0.451613,1816,519,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,1000.857143,-,,1.580645,0.451613,1582,452,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1996.4,-,,0.846774,0.241935,1690,483,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,2149.333333,-,,0.846774,0.241935,1820,520,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,8969.333333,-,,0.169355,0.048387,1519,434,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,11800.666667,-,,0.169355,0.048387,1998,571,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,4143.666667,-,,0.33871,0.096774,1404,401,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,4433.0,-,,0.33871,0.096774,1502,429,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,2666.0,-,,0.620968,0.177419,1656,473,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-08-31/turnover.csv
