ORDER_ID,ORDER_STATUS,CREATION_DATE,ORDER_TYPE,SUMMARY_COMMISSION,SUM_BILLING_PRICE_OF_ITEMS,INCOME_WITHOUT_SERVICES,BUYER_PAYMENT,BUYER_PAYMENT_STATUS,SALE_COMMISSION,BUYER_DELIVERY,CROSSREGIONAL_DELIVERY,BUYER_PAYMENT_ACCEPT,BUYER_PAYMENT_TRANSFER,LOYALTY_PROGRAM,BOOST,INSTALLMENT,WAREHOUSE_PROCESSING,_LOADED_AT,_SOURCE_FILE
ORD-101606,Delivered,25.09.2025,Sale to individual,468.63,1928.5,1459.87,1928.5,Transferred,289.27,96.43,19.29,9.64,15.43,38.57,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101607,Delivered,25.09.2025,Sale to individual,2744.93,11296.0,8551.07,11296.0,Transferred,1694.4,564.8,112.96,56.48,90.37,225.92,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101608,Delivered,25.09.2025,Sale to individual,371.79,1530.0,1158.21,1530.0,Transferred,229.5,76.5,15.3,7.65,12.24,30.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101609,Delivered,25.09.2025,Sale to individual,2422.22,9968.0,7545.78,9968.0,Transferred,1495.2,498.4,99.68,49.84,79.74,199.36,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101610,Delivered,25.09.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101611,Delivered,25.09.2025,Sale to individual,726.57,2990.0,2263.43,2990.0,Transferred,448.5,149.5,29.9,14.95,23.92,59.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101612,Delivered,26.09.2025,Sale to individual,473.85,1950.0,1476.15,1950.0,Transferred,292.5,97.5,19.5,9.75,15.6,39.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101613,Delivered,26.09.2025,Sale to individual,592.92,2440.0,1847.08,2440.0,Transferred,366.0,122.0,24.4,12.2,19.52,48.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101615,Delivered,26.09.2025,Sale to individual,3054.51,12570.0,9515.49,12570.0,Transferred,1885.5,628.5,125.7,62.85,100.56,251.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101616,Delivered,26.09.2025,Sale to individual,415.53,1710.0,1294.47,1710.0,Transferred,256.5,85.5,17.1,8.55,13.68,34.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101617,Delivered,26.09.2025,Sale to individual,244.94,1008.0,763.06,1008.0,Transferred,151.2,50.4,10.08,5.04,8.06,20.16,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101618,Delivered,27.09.2025,Sale to individual,260.26,1071.0,810.74,1071.0,Transferred,160.65,53.55,10.71,5.36,8.57,21.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101619,Delivered,27.09.2025,Sale to individual,437.4,1800.0,1362.6,1800.0,Transferred,270.0,90.0,18.0,9.0,14.4,36.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101621,Delivered,27.09.2025,Sale to individual,396.09,1630.0,1233.91,1630.0,Transferred,244.5,81.5,16.3,8.15,13.04,32.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101622,Delivered,27.09.2025,Sale to individual,1783.86,7341.0,5557.14,7341.0,Transferred,1101.15,367.05,73.41,36.7,58.73,146.82,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101623,Delivered,27.09.2025,Sale to individual,1015.74,4180.0,3164.26,4180.0,Transferred,627.0,209.0,41.8,20.9,33.44,83.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101624,Delivered,27.09.2025,Sale to individual,2383.11,9807.0,7423.89,9807.0,Transferred,1471.05,490.35,98.07,49.04,78.46,196.14,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101625,Delivered,27.09.2025,Sale to individual,1246.84,5131.0,3884.16,5131.0,Transferred,769.65,256.55,51.31,25.66,41.05,102.62,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101626,Delivered,28.09.2025,Sale to individual,1176.61,4842.0,3665.39,4842.0,Transferred,726.3,242.1,48.42,24.21,38.74,96.84,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101627,Delivered,28.09.2025,Sale to individual,1471.86,6057.0,4585.14,6057.0,Transferred,908.55,302.85,60.57,30.29,48.46,121.14,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101628,Delivered,28.09.2025,Sale to individual,986.58,4060.0,3073.42,4060.0,Transferred,609.0,203.0,40.6,20.3,32.48,81.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101630,Delivered,29.09.2025,Sale to individual,3033.36,12483.0,9449.64,12483.0,Transferred,1872.45,624.15,124.83,62.41,99.86,249.66,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101631,Delivered,29.09.2025,Sale to individual,1842.19,7581.0,5738.81,7581.0,Transferred,1137.15,379.05,75.81,37.91,60.65,151.62,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101632,Delivered,29.09.2025,Sale to individual,702.27,2890.0,2187.73,2890.0,Transferred,433.5,144.5,28.9,14.45,23.12,57.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101633,Delivered,30.09.2025,Sale to individual,1626.53,6693.5,5066.97,6693.5,Transferred,1004.02,334.68,66.94,33.47,53.55,133.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101634,Delivered,30.09.2025,Sale to individual,347.0,1428.0,1081.0,1428.0,Transferred,214.2,71.4,14.28,7.14,11.42,28.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101635,Delivered,01.10.2025,Sale to individual,1635.39,6730.0,5094.61,6730.0,Transferred,1009.5,336.5,67.3,33.65,53.84,134.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101636,Delivered,02.10.2025,Sale to individual,1538.8,6332.5,4793.7,6332.5,Transferred,949.88,316.62,63.33,31.66,50.66,126.65,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101637,Delivered,02.10.2025,Sale to individual,833.49,3430.0,2596.51,3430.0,Transferred,514.5,171.5,34.3,17.15,27.44,68.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101638,Delivered,02.10.2025,Sale to individual,912.96,3757.0,2844.04,3757.0,Transferred,563.55,187.85,37.57,18.79,30.06,75.14,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101639,Delivered,02.10.2025,Sale to individual,272.16,1120.0,847.84,1120.0,Transferred,168.0,56.0,11.2,5.6,8.96,22.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101640,Delivered,02.10.2025,Sale to individual,555.62,2286.5,1730.88,2286.5,Transferred,342.97,114.33,22.87,11.43,18.29,45.73,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101641,Delivered,02.10.2025,Sale to individual,1553.63,6393.5,4839.87,6393.5,Transferred,959.02,319.68,63.94,31.97,51.15,127.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101642,Delivered,03.10.2025,Sale to individual,1547.05,6366.5,4819.45,6366.5,Transferred,954.97,318.33,63.66,31.83,50.93,127.33,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101643,Full return accepted at warehouse,03.10.2025,Sale to individual,505.55,2080.5,1574.95,2080.5,Transferred,312.07,104.03,20.8,10.4,16.64,41.61,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101644,Delivered,03.10.2025,Sale to individual,1554.71,6398.0,4843.29,6398.0,Transferred,959.7,319.9,63.98,31.99,51.18,127.96,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101645,Delivered,04.10.2025,Sale to individual,393.66,1620.0,1226.34,1620.0,Transferred,243.0,81.0,16.2,8.1,12.96,32.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101646,Delivered,04.10.2025,Sale to individual,1706.11,7021.0,5314.89,7021.0,Transferred,1053.15,351.05,70.21,35.11,56.17,140.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101647,Delivered,04.10.2025,Sale to individual,1178.55,4850.0,3671.45,4850.0,Transferred,727.5,242.5,48.5,24.25,38.8,97.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101648,Delivered,04.10.2025,Sale to individual,1472.58,6060.0,4587.42,6060.0,Transferred,909.0,303.0,60.6,30.3,48.48,121.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101649,Delivered,04.10.2025,Sale to individual,547.12,2251.5,1704.38,2251.5,Transferred,337.72,112.58,22.52,11.26,18.01,45.03,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101650,Delivered,04.10.2025,Sale to individual,1730.16,7120.0,5389.84,7120.0,Transferred,1068.0,356.0,71.2,35.6,56.96,142.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101651,Delivered,05.10.2025,Sale to individual,505.55,2080.5,1574.95,2080.5,Transferred,312.07,104.03,20.8,10.4,16.64,41.61,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101652,Delivered,05.10.2025,Sale to individual,3014.66,12406.0,9391.34,12406.0,Transferred,1860.9,620.3,124.06,62.03,99.25,248.12,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101653,Delivered,05.10.2025,Sale to individual,581.74,2394.0,1812.26,2394.0,Transferred,359.1,119.7,23.94,11.97,19.15,47.88,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101654,Delivered,06.10.2025,Sale to individual,347.0,1428.0,1081.0,1428.0,Transferred,214.2,71.4,14.28,7.14,11.42,28.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101655,Delivered,07.10.2025,Sale to individual,3952.28,16264.5,12312.22,16264.5,Transferred,2439.67,813.23,162.65,81.32,130.12,325.29,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101658,Delivered,07.10.2025,Sale to individual,2313.0,9518.5,7205.5,9518.5,Transferred,1427.77,475.93,95.19,47.59,76.15,190.37,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101660,Delivered,07.10.2025,Sale to individual,1776.33,7310.0,5533.67,7310.0,Transferred,1096.5,365.5,73.1,36.55,58.48,146.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101661,Delivered,08.10.2025,Sale to individual,986.58,4060.0,3073.42,4060.0,Transferred,609.0,203.0,40.6,20.3,32.48,81.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101662,Delivered,08.10.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101663,Delivered,08.10.2025,Sale to individual,512.73,2110.0,1597.27,2110.0,Transferred,316.5,105.5,21.1,10.55,16.88,42.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101664,Delivered,08.10.2025,Sale to individual,816.48,3360.0,2543.52,3360.0,Transferred,504.0,168.0,33.6,16.8,26.88,67.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101665,Full return accepted at warehouse,08.10.2025,Sale to individual,743.58,3060.0,2316.42,3060.0,Transferred,459.0,153.0,30.6,15.3,24.48,61.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101666,Delivered,08.10.2025,Sale to individual,404.84,1666.0,1261.16,1666.0,Transferred,249.9,83.3,16.66,8.33,13.33,33.32,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101667,Delivered,09.10.2025,Sale to individual,667.16,2745.5,2078.34,2745.5,Transferred,411.82,137.28,27.46,13.73,21.96,54.91,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101668,Delivered,09.10.2025,Sale to individual,702.27,2890.0,2187.73,2890.0,Transferred,433.5,144.5,28.9,14.45,23.12,57.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101669,Delivered,09.10.2025,Sale to individual,408.24,1680.0,1271.76,1680.0,Transferred,252.0,84.0,16.8,8.4,13.44,33.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101670,Delivered,09.10.2025,Sale to individual,2677.61,11019.0,8341.39,11019.0,Transferred,1652.85,550.95,110.19,55.09,88.15,220.38,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101671,Delivered,09.10.2025,Sale to individual,450.16,1852.5,1402.34,1852.5,Transferred,277.88,92.62,18.53,9.26,14.82,37.05,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101672,Delivered,10.10.2025,Sale to individual,1635.39,6730.0,5094.61,6730.0,Transferred,1009.5,336.5,67.3,33.65,53.84,134.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101673,Delivered,10.10.2025,Sale to individual,1922.85,7913.0,5990.15,7913.0,Transferred,1186.95,395.65,79.13,39.56,63.3,158.26,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101674,Delivered,10.10.2025,Sale to individual,628.88,2588.0,1959.12,2588.0,Transferred,388.2,129.4,25.88,12.94,20.7,51.76,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101675,Delivered,10.10.2025,Sale to individual,3074.2,12651.0,9576.8,12651.0,Transferred,1897.65,632.55,126.51,63.26,101.21,253.02,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101676,Delivered,10.10.2025,Sale to individual,396.09,1630.0,1233.91,1630.0,Transferred,244.5,81.5,16.3,8.15,13.04,32.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101677,Delivered,10.10.2025,Sale to individual,922.91,3798.0,2875.09,3798.0,Transferred,569.7,189.9,37.98,18.99,30.38,75.96,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101678,Delivered,13.10.2025,Sale to individual,915.02,3765.5,2850.48,3765.5,Transferred,564.82,188.28,37.66,18.83,30.12,75.31,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101679,Delivered,13.10.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101680,Delivered,13.10.2025,Sale to individual,2689.16,11066.5,8377.34,11066.5,Transferred,1659.97,553.33,110.67,55.33,88.53,221.33,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101681,Full return accepted at warehouse,13.10.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101683,Delivered,14.10.2025,Sale to individual,1360.8,5600.0,4239.2,5600.0,Transferred,840.0,280.0,56.0,28.0,44.8,112.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101684,Delivered,14.10.2025,Sale to individual,1050.49,4323.0,3272.51,4323.0,Transferred,648.45,216.15,43.23,21.62,34.58,86.46,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101685,Delivered,14.10.2025,Sale to individual,1635.39,6730.0,5094.61,6730.0,Transferred,1009.5,336.5,67.3,33.65,53.84,134.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101686,Delivered,14.10.2025,Sale to individual,6036.36,24841.0,18804.64,24841.0,Transferred,3726.15,1242.05,248.41,124.2,198.73,496.82,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101687,Delivered,14.10.2025,Sale to individual,1212.57,4990.0,3777.43,4990.0,Transferred,748.5,249.5,49.9,24.95,39.92,99.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101689,Delivered,14.10.2025,Sale to individual,1647.05,6778.0,5130.95,6778.0,Transferred,1016.7,338.9,67.78,33.89,54.22,135.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101690,Delivered,14.10.2025,Sale to individual,1472.58,6060.0,4587.42,6060.0,Transferred,909.0,303.0,60.6,30.3,48.48,121.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101691,Delivered,15.10.2025,Sale to individual,1675.24,6894.0,5218.76,6894.0,Transferred,1034.1,344.7,68.94,34.47,55.15,137.88,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101692,Delivered,15.10.2025,Sale to individual,1404.54,5780.0,4375.46,5780.0,Transferred,867.0,289.0,57.8,28.9,46.24,115.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101693,Delivered,15.10.2025,Sale to individual,5561.05,22885.0,17323.95,22885.0,Transferred,3432.75,1144.25,228.85,114.42,183.08,457.7,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101694,Delivered,16.10.2025,Sale to individual,900.32,3705.0,2804.68,3705.0,Transferred,555.75,185.25,37.05,18.53,29.64,74.1,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101695,Delivered,16.10.2025,Sale to individual,493.29,2030.0,1536.71,2030.0,Transferred,304.5,101.5,20.3,10.15,16.24,40.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101696,Delivered,17.10.2025,Sale to individual,614.06,2527.0,1912.94,2527.0,Transferred,379.05,126.35,25.27,12.63,20.22,50.54,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101697,Delivered,17.10.2025,Sale to individual,2122.36,8734.0,6611.64,8734.0,Transferred,1310.1,436.7,87.34,43.67,69.87,174.68,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101698,Delivered,17.10.2025,Sale to individual,3577.68,14723.0,11145.32,14723.0,Transferred,2208.45,736.15,147.23,73.61,117.78,294.46,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101699,Delivered,17.10.2025,Sale to individual,393.66,1620.0,1226.34,1620.0,Transferred,243.0,81.0,16.2,8.1,12.96,32.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101700,Delivered,17.10.2025,Sale to individual,1496.52,6158.5,4661.98,6158.5,Transferred,923.77,307.93,61.59,30.79,49.27,123.17,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101701,Delivered,17.10.2025,Sale to individual,1179.65,4854.5,3674.85,4854.5,Transferred,728.17,242.73,48.55,24.27,38.84,97.09,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101702,Delivered,17.10.2025,Sale to individual,1674.51,6891.0,5216.49,6891.0,Transferred,1033.65,344.55,68.91,34.45,55.13,137.82,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101703,Delivered,18.10.2025,Sale to individual,1635.51,6730.5,5094.99,6730.5,Transferred,1009.57,336.53,67.31,33.65,53.84,134.61,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101704,Full return accepted at warehouse,19.10.2025,Sale to individual,367.42,1512.0,1144.58,1512.0,Transferred,226.8,75.6,15.12,7.56,12.1,30.24,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101705,Full return accepted at warehouse,20.10.2025,Sale to individual,1001.77,4122.5,3120.73,4122.5,Transferred,618.38,206.12,41.23,20.61,32.98,82.45,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101706,Delivered,20.10.2025,Sale to individual,435.82,1793.5,1357.68,1793.5,Transferred,269.02,89.68,17.93,8.97,14.35,35.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101707,Delivered,20.10.2025,Sale to individual,3448.17,14190.0,10741.83,14190.0,Transferred,2128.5,709.5,141.9,70.95,113.52,283.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101709,Delivered,20.10.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101710,Delivered,20.10.2025,Sale to individual,2483.46,10220.0,7736.54,10220.0,Transferred,1533.0,511.0,102.2,51.1,81.76,204.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101712,Delivered,21.10.2025,Sale to individual,874.8,3600.0,2725.2,3600.0,Transferred,540.0,180.0,36.0,18.0,28.8,72.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101713,Delivered,21.10.2025,Sale to individual,1055.48,4343.5,3288.02,4343.5,Transferred,651.52,217.18,43.44,21.72,34.75,86.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101715,Delivered,22.10.2025,Sale to individual,240.57,990.0,749.43,990.0,Transferred,148.5,49.5,9.9,4.95,7.92,19.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101716,Delivered,22.10.2025,Sale to individual,393.66,1620.0,1226.34,1620.0,Transferred,243.0,81.0,16.2,8.1,12.96,32.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101717,Delivered,22.10.2025,Sale to individual,2929.36,12055.0,9125.64,12055.0,Transferred,1808.25,602.75,120.55,60.27,96.44,241.1,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101718,Delivered,23.10.2025,Sale to individual,433.03,1782.0,1348.97,1782.0,Transferred,267.3,89.1,17.82,8.91,14.26,35.64,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101719,Delivered,23.10.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101720,Delivered,23.10.2025,Sale to individual,632.05,2601.0,1968.95,2601.0,Transferred,390.15,130.05,26.01,13.01,20.81,52.02,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101721,Delivered,23.10.2025,Sale to individual,1363.23,5610.0,4246.77,5610.0,Transferred,841.5,280.5,56.1,28.05,44.88,112.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101722,Delivered,23.10.2025,Sale to individual,240.57,990.0,749.43,990.0,Transferred,148.5,49.5,9.9,4.95,7.92,19.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101723,Delivered,24.10.2025,Sale to individual,1970.24,8108.0,6137.76,8108.0,Transferred,1216.2,405.4,81.08,40.54,64.86,162.16,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101724,Full return accepted at warehouse,24.10.2025,Sale to individual,1346.47,5541.0,4194.53,5541.0,Transferred,831.15,277.05,55.41,27.71,44.33,110.82,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101725,Delivered,24.10.2025,Sale to individual,1249.02,5140.0,3890.98,5140.0,Transferred,771.0,257.0,51.4,25.7,41.12,102.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101726,Full return accepted at warehouse,24.10.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101727,Delivered,25.10.2025,Sale to individual,1647.54,6780.0,5132.46,6780.0,Transferred,1017.0,339.0,67.8,33.9,54.24,135.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101728,Delivered,25.10.2025,Sale to individual,452.35,1861.5,1409.15,1861.5,Transferred,279.22,93.08,18.62,9.31,14.89,37.23,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101729,Delivered,25.10.2025,Sale to individual,2424.9,9979.0,7554.1,9979.0,Transferred,1496.85,498.95,99.79,49.9,79.83,199.58,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101730,Delivered,25.10.2025,Sale to individual,1098.85,4522.0,3423.15,4522.0,Transferred,678.3,226.1,45.22,22.61,36.18,90.44,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101731,Delivered,25.10.2025,Sale to individual,462.67,1904.0,1441.33,1904.0,Transferred,285.6,95.2,19.04,9.52,15.23,38.08,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101732,Delivered,25.10.2025,Sale to individual,4721.0,19428.0,14707.0,19428.0,Transferred,2914.2,971.4,194.28,97.14,155.42,388.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101733,Delivered,26.10.2025,Sale to individual,1601.37,6590.0,4988.63,6590.0,Transferred,988.5,329.5,65.9,32.95,52.72,131.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101734,Delivered,27.10.2025,Sale to individual,1241.73,5110.0,3868.27,5110.0,Transferred,766.5,255.5,51.1,25.55,40.88,102.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101735,Delivered,27.10.2025,Sale to individual,2252.36,9269.0,7016.64,9269.0,Transferred,1390.35,463.45,92.69,46.34,74.15,185.38,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101736,Delivered,28.10.2025,Sale to individual,1098.85,4522.0,3423.15,4522.0,Transferred,678.3,226.1,45.22,22.61,36.18,90.44,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101737,Delivered,28.10.2025,Sale to individual,614.06,2527.0,1912.94,2527.0,Transferred,379.05,126.35,25.27,12.63,20.22,50.54,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101739,Delivered,28.10.2025,Sale to individual,2153.7,8863.0,6709.3,8863.0,Transferred,1329.45,443.15,88.63,44.31,70.9,177.26,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101740,Delivered,29.10.2025,Sale to individual,349.92,1440.0,1090.08,1440.0,Transferred,216.0,72.0,14.4,7.2,11.52,28.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101741,Delivered,29.10.2025,Sale to individual,1098.47,4520.5,3422.03,4520.5,Transferred,678.07,226.03,45.2,22.6,36.16,90.41,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101742,Delivered,29.10.2025,Sale to individual,1067.87,4394.5,3326.63,4394.5,Transferred,659.17,219.73,43.95,21.97,35.16,87.89,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101743,Delivered,29.10.2025,Sale to individual,1277.94,5259.0,3981.06,5259.0,Transferred,788.85,262.95,52.59,26.3,42.07,105.18,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101744,Delivered,29.10.2025,Sale to individual,1553.63,6393.5,4839.87,6393.5,Transferred,959.02,319.68,63.94,31.97,51.15,127.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-101746,Delivered,31.10.2025,Sale to individual,297.43,1224.0,926.57,1224.0,Transferred,183.6,61.2,12.24,6.12,9.79,24.48,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
